committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,entity_type,entity_type_desc,unused_recipient_committee_id,recipient_committee_id,recipient_name,recipient_state,beneficiary_committee_name,national_committee_nonfederal_account,disbursement_type,disbursement_type_description,disbursement_description,memo_code,memo_code_full,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office_state,candidate_office_state_full,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,payee_last_name,payee_first_name,payee_middle_name,category_code,category_code_full,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,spender_committee_type,spender_committee_org_type,spender_committee_designation,filing_form,link_id,recipient_city,recipient_zip,disbursement_purpose_category,memo_text,two_year_transaction_period,schedule_type,sub_id,pdf_url,line_number_label,payee_prefix,payee_suffix,payee_employer,payee_occupation,ref_disp_excess_flg,comm_dt
C00458398,BENNET FOR COLORADO,2017,YE,201801310200054006,17,,1206573,,,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,CREDIT CARD PROCESSING FEE,,,2017-12-24 00:00:00,284.57,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2018-02-13 03:37:40.942,,,,0.00,,,,,,,,,,,,S,"",P,F3,1020120180036221044,SOMERVILLE,021443132,OTHER,,2018,SB,2021220181504502897,http://docquery.fec.gov/cgi-bin/fecimg/?201801310200054006,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2017,Q1,201704170200107413,17,,1159980,,,,,AUTOMATED DATA PROCESSING,CO,,,,,PAYROLL,,,2017-03-14 00:00:00,285.63,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2017-05-31 19:35:59.74111,,,,0.00,,,,,,,,,,,,S,"",P,F3,1041820170034542005,AURORA,800146318,OTHER,,2018,SB,2042620171400518110,http://docquery.fec.gov/cgi-bin/fecimg/?201704170200107413,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2017,Q1,201704170200107396,17,,1159980,,,,,AUTOMATED DATA PROCESSING,CO,,,,,PAYROLL,,,2017-02-15 00:00:00,285.64,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2017-05-31 19:35:59.74111,,,,0.00,,,,,,,,,,,,S,"",P,F3,1041820170034542005,AURORA,800146318,OTHER,,2018,SB,2042620171400518061,http://docquery.fec.gov/cgi-bin/fecimg/?201704170200107396,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2017,Q1,201704170200107397,17,,1159980,,,,,AUTOMATED DATA PROCESSING,CO,,,,,PAYROLL,,,2017-02-28 00:00:00,285.66,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2017-05-31 19:35:59.74111,,,,0.00,,,,,,,,,,,,S,"",P,F3,1041820170034542005,AURORA,800146318,OTHER,,2018,SB,2042620171400518064,http://docquery.fec.gov/cgi-bin/fecimg/?201704170200107397,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2018,YE,201901319144313541,17,VVB1TA0QSW4,1311051,ORG,ORGANIZATION,,,"JIMMY JOHN'S, INC. (CORPORATE HQ)",IL,,,,,CATERING,X,,2018-12-26 00:00:00,287.28,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2019-02-14 03:56:03.845,,VVB1TA0QRE3,SB17,0.00,,,,,,,,,,,,S,"",P,F3,4013120191636949736,CHAMPAIGN,618207532,FUNDRAISING,*,2018,SB,4021320191639390740,http://docquery.fec.gov/cgi-bin/fecimg/?201901319144313541,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2018,Q2,201807170200519491,17,,1250452,,,,,LARRY H. MILLER FORD DEALERSHIP,CO,,,,,CAMPAIGN CAR SERVICES,X,,2018-06-20 00:00:00,288.00,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2018-07-20 02:42:41.538,,,,0.00,,,,,,,,,,,,S,"",P,F3,1071820180036868313,DENVER,80215,OTHER,,2018,SB,2071920181576444330,http://docquery.fec.gov/cgi-bin/fecimg/?201807170200519491,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2017,YE,201801310200053990,17,,1206573,,,,,PERKINS COIE,WA,,,,,LEGAL SERVICES,,,2017-12-15 00:00:00,288.80,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2018-02-13 03:37:38.699,,,,0.00,,,,,,,,,,,,S,"",P,F3,1020120180036221044,SEATTLE,981013029,OTHER,,2018,SB,2021220181504502848,http://docquery.fec.gov/cgi-bin/fecimg/?201801310200053990,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2018,Q3,201810159124795565,17,D480406,1270078,ORG,ORGANIZATION,,,PERKINS COIE,WA,,,,,LEGAL SERVICES,,,2018-09-21 00:00:00,289.60,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2018-10-16 03:53:52.397,,,,0.00,,,,,,,,,,,,S,"",P,F3,4101520181599335320,SEATTLE,981013029,OTHER,,2018,SB,4101520181599360646,http://docquery.fec.gov/cgi-bin/fecimg/?201810159124795565,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2017,YE,201801310200054010,17,,1206573,IND,INDIVIDUAL,,,"MCNALLY, DANIEL",DC,,,,,TRAVEL REIMBURSEMENT - BELOW IF ITEMIZED,,,2017-11-01 00:00:00,290.08,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2018-02-13 03:37:34.191,,,,0.00,MCNALLY,DANIEL,,,,,,,,,,S,"",P,F3,1020120180036221044,WASHINGTON,200097542,TRAVEL,,2018,SB,2021220181504502907,http://docquery.fec.gov/cgi-bin/fecimg/?201801310200054010,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2017,YE,201801310200054010,17,,1206573,,,,,ALOFT DETROIT AT THE DAVID WHITNEY,MI,,,,,TRAVEL,X,,2017-11-01 00:00:00,290.08,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2018-02-13 03:37:34.191,,,,0.00,,,,,,,,,,,,S,"",P,F3,1020120180036221044,DETROIT,48226,OTHER,,2018,SB,2021220181504502908,http://docquery.fec.gov/cgi-bin/fecimg/?201801310200054010,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2017,Q3,201710160200314616,17,,1188260,,,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,CREDIT CARD PROCESSING FEE,,,2017-09-30 00:00:00,292.93,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2017-10-27 04:08:11.451,,,,0.00,,,,,,,,,,,,S,"",P,F3,1101720170035924260,SOMERVILLE,021443132,OTHER,,2018,SB,2102620171461339662,http://docquery.fec.gov/cgi-bin/fecimg/?201710160200314616,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2018,Q2,201807170200519483,17,,1250452,,,,,AMTRAK,DC,,,,,TRAVEL,X,,2018-05-11 00:00:00,295.00,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2018-07-20 02:42:55.614,,,,0.00,,,,,,,,,,,,S,"",P,F3,1071820180036868313,WASHINGTON,200024214,OTHER,,2018,SB,2071920181576444304,http://docquery.fec.gov/cgi-bin/fecimg/?201807170200519483,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2017,YE,201801310200054034,17,,1206573,,,,,REPUBLIC PARKING SYSTEM,CO,,,,,TRAVEL,X,,2017-10-23 00:00:00,300.00,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2018-02-13 03:37:29.556,,,,0.00,,,,,,,,,,,,S,"",P,F3,1020120180036221044,DENVER,802031620,OTHER,,2018,SB,2021220181504502979,http://docquery.fec.gov/cgi-bin/fecimg/?201801310200054034,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2017,YE,201801310200054057,17,,1206573,,,,,REPUBLIC PARKING SYSTEM,CO,,,,,TRAVEL,X,,2017-12-18 00:00:00,300.00,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2018-02-13 03:37:34.192,,,,0.00,,,,,,,,,,,,S,"",P,F3,1020120180036221044,DENVER,802031620,OTHER,,2018,SB,2021220181504503050,http://docquery.fec.gov/cgi-bin/fecimg/?201801310200054057,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2017,Q1,201704170200107392,17,,1159980,IND,INDIVIDUAL,,,"DASH, DEREK",CO,,,,,TRAVEL REIMBURSEMENT-BELOW IF ITEMIZED,,,2017-01-03 00:00:00,300.00,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2017-05-31 19:35:59.74111,,,,0.00,DASH,DEREK,,,,,,,,,,S,"",P,F3,1041820170034542005,DENVER,802031938,TRAVEL,,2018,SB,2042620171400518047,http://docquery.fec.gov/cgi-bin/fecimg/?201704170200107392,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2017,Q1,201704170200107392,17,,1159980,,,,,REPUBLIC PARKING SYSTEM,CO,,,,,TRAVEL,X,,2017-01-03 00:00:00,300.00,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2017-05-31 19:35:59.74111,,,,0.00,,,,,,,,,,,,S,"",P,F3,1041820170034542005,DENVER,802031620,OTHER,,2018,SB,2042620171400518048,http://docquery.fec.gov/cgi-bin/fecimg/?201704170200107392,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2017,Q2,201707170200179887,17,,1173299,,,,,VIRGIN AMERICA,CA,,,,,TRAVEL,X,,2017-04-13 00:00:00,300.21,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-28 05:03:35.943,,,,0.00,,,,,,,,,,,,S,"",P,F3,1071820170035542048,BURLINGAME,940102000,OTHER,,2018,SB,2072720171442244880,http://docquery.fec.gov/cgi-bin/fecimg/?201707170200179887,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2017,Q2,201707170200179899,17,,1173299,,,,,"AMERICAN AIRLINES, INC.",TX,,,,,TRAVEL,X,,2017-06-13 00:00:00,300.80,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-28 05:03:58.708,,,,0.00,,,,,,,,,,,,S,"",P,F3,1071820170035542048,FORT WORTH,761552603,OTHER,,2018,SB,2072720171442244915,http://docquery.fec.gov/cgi-bin/fecimg/?201707170200179899,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2018,YE,201901319144313541,17,VVB1TA0QRP4,1311051,ORG,ORGANIZATION,,,"UNITED AIRLINES, INC.",IL,,,,,TRAVEL,X,,2018-12-26 00:00:00,303.20,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2019-02-14 03:56:03.844,,VVB1TA0QRE3,SB17,0.00,,,,,,,,,,,,S,"",P,F3,4013120191636949736,CHICAGO,606660100,OTHER,*,2018,SB,4021320191639390736,http://docquery.fec.gov/cgi-bin/fecimg/?201901319144313541,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2017,Q1,201704170200107401,17,,1159980,,,,,PUBLIC STORAGE,CA,,,,,STORAGE,X,,2017-01-13 00:00:00,309.00,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2017-05-31 19:35:59.74111,,,,0.00,,,,,,,,,,,,S,"",P,F3,1041820170034542005,GLENDALE,91201,OTHER,,2018,SB,2042620171400518075,http://docquery.fec.gov/cgi-bin/fecimg/?201704170200107401,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2017,Q1,201704170200107407,17,,1159980,,,,,PUBLIC STORAGE,CA,,,,,STORAGE,X,,2017-02-17 00:00:00,309.00,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2017-05-31 19:35:59.74111,,,,0.00,,,,,,,,,,,,S,"",P,F3,1041820170034542005,GLENDALE,91201,OTHER,,2018,SB,2042620171400518094,http://docquery.fec.gov/cgi-bin/fecimg/?201704170200107407,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2017,Q1,201704170200107412,17,,1159980,,,,,PUBLIC STORAGE,CA,,,,,STORAGE,X,,2017-03-16 00:00:00,309.00,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2017-05-31 19:35:59.74111,,,,0.00,,,,,,,,,,,,S,"",P,F3,1041820170034542005,GLENDALE,91201,OTHER,,2018,SB,2042620171400518107,http://docquery.fec.gov/cgi-bin/fecimg/?201704170200107412,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2017,Q2,201707170200179886,17,,1173299,,,,,PUBLIC STORAGE,CA,,,,,STORAGE,X,,2017-04-13 00:00:00,309.00,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-28 05:03:46.414,,,,0.00,,,,,,,,,,,,S,"",P,F3,1071820170035542048,GLENDALE,91201,OTHER,,2018,SB,2072720171442244877,http://docquery.fec.gov/cgi-bin/fecimg/?201707170200179886,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2017,Q2,201707170200179894,17,,1173299,,,,,PUBLIC STORAGE,CA,,,,,STORAGE,X,,2017-06-13 00:00:00,309.00,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-28 05:03:39.221,,,,0.00,,,,,,,,,,,,S,"",P,F3,1071820170035542048,GLENDALE,91201,OTHER,,2018,SB,2072720171442244902,http://docquery.fec.gov/cgi-bin/fecimg/?201707170200179894,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2017,Q2,201707170200179897,17,,1173299,,,,,PUBLIC STORAGE,CA,,,,,STORAGE,X,,2017-06-13 00:00:00,309.00,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-28 05:03:32.568,,,,0.00,,,,,,,,,,,,S,"",P,F3,1071820170035542048,GLENDALE,91201,OTHER,,2018,SB,2072720171442244910,http://docquery.fec.gov/cgi-bin/fecimg/?201707170200179897,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2017,Q3,201710160200314649,17,,1188260,,,,,PUBLIC STORAGE,CA,,,,,STORAGE,X,,2017-07-17 00:00:00,309.00,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2017-10-27 04:10:20.487,,,,0.00,,,,,,,,,,,,S,"",P,F3,1101720170035924260,GLENDALE,91201,OTHER,,2018,SB,2102620171461339762,http://docquery.fec.gov/cgi-bin/fecimg/?201710160200314649,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2017,YE,201801310200054022,17,,1206573,,,,,"UNITED AIRLINES, INC.",IL,,,,,TRAVEL,X,,2017-10-11 00:00:00,311.20,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2018-02-13 03:37:28.429,,,,0.00,,,,,,,,,,,,S,"",P,F3,1020120180036221044,CHICAGO,606660100,OTHER,,2018,SB,2021220181504502943,http://docquery.fec.gov/cgi-bin/fecimg/?201801310200054022,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2017,Q1,201704170200107411,17,,1159980,,,,,COMCAST,WA,,,,,TELECOMMUNICATIONS,X,,2017-03-16 00:00:00,322.57,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2017-05-31 19:35:59.74111,,,,0.00,,,,,,,,,,,,S,"",P,F3,1041820170034542005,SEATTLE,981241744,OTHER,,2018,SB,2042620171400518105,http://docquery.fec.gov/cgi-bin/fecimg/?201704170200107411,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2018,Q1,201804160200228713,17,,1225109,,,,,JETBLUE AIRWAYS,NY,,,,,TRAVEL,X,,2018-01-16 00:00:00,327.20,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2018-05-03 02:46:32.554,,,,0.00,,,,,,,,,,,,S,"",P,F3,1041720180036476393,LONG ISLAND CITY,11101,OTHER,,2018,SB,2050220181533479174,http://docquery.fec.gov/cgi-bin/fecimg/?201804160200228713,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2018,YE,201901319144313551,17,VVB1TA0QQH3,1311051,ORG,ORGANIZATION,,,SPRINT WIRELESS,IL,,,,,TELECOMMUNICATIONS,,,2018-12-04 00:00:00,335.52,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2019-02-14 03:56:03.848,,,,0.00,,,,,,,,,,,,S,"",P,F3,4013120191636949736,CAROL STREAM,601974181,OTHER,,2018,SB,4021320191639390798,http://docquery.fec.gov/cgi-bin/fecimg/?201901319144313551,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2017,YE,201801310200054030,17,,1206573,,,,,PUBLIC STORAGE,CA,,,,,STORAGE,X,,2017-10-23 00:00:00,342.00,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2018-02-13 03:37:42.052,,,,0.00,,,,,,,,,,,,S,"",P,F3,1020120180036221044,GLENDALE,91201,OTHER,,2018,SB,2021220181504502967,http://docquery.fec.gov/cgi-bin/fecimg/?201801310200054030,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2017,YE,201801310200054039,17,,1206573,,,,,PUBLIC STORAGE,CA,,,,,STORAGE,X,,2017-11-15 00:00:00,342.00,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2018-02-13 03:37:36.457,,,,0.00,,,,,,,,,,,,S,"",P,F3,1020120180036221044,GLENDALE,91201,OTHER,,2018,SB,2021220181504502996,http://docquery.fec.gov/cgi-bin/fecimg/?201801310200054039,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2017,YE,201801310200054050,17,,1206573,,,,,PUBLIC STORAGE,CA,,,,,STORAGE,X,,2017-12-18 00:00:00,342.00,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2018-02-13 03:37:38.7,,,,0.00,,,,,,,,,,,,S,"",P,F3,1020120180036221044,GLENDALE,91201,OTHER,,2018,SB,2021220181504503029,http://docquery.fec.gov/cgi-bin/fecimg/?201801310200054050,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2018,Q1,201804160200228737,17,,1225109,,,,,PUBLIC STORAGE,CA,,,,,STORAGE,X,,2018-01-23 00:00:00,342.00,,,,,,,,,,,,,P202,,PRIMARY,202,A,ADD,ITEMIZED DISBURSEMENTS,2018-05-03 02:47:55.141,,,,0.00,,,,,,,,,,,,S,"",P,F3,1041720180036476393,GLENDALE,91201,OTHER,,2018,SB,2050220181533479247,http://docquery.fec.gov/cgi-bin/fecimg/?201804160200228737,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2018,Q1,201804160200228742,17,,1225109,,,,,PUBLIC STORAGE,CA,,,,,STORAGE,X,,2018-02-20 00:00:00,342.00,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2018-05-03 02:47:11.746,,,,0.00,,,,,,,,,,,,S,"",P,F3,1041720180036476393,GLENDALE,91201,OTHER,,2018,SB,2050220181533479263,http://docquery.fec.gov/cgi-bin/fecimg/?201804160200228742,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2018,Q1,201804160200228748,17,,1225109,,,,,PUBLIC STORAGE,CA,,,,,STORAGE,X,,2018-03-14 00:00:00,342.00,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2018-05-03 02:52:51.803,,,,0.00,,,,,,,,,,,,S,"",P,F3,1041720180036476393,GLENDALE,91201,OTHER,,2018,SB,2050220181533479280,http://docquery.fec.gov/cgi-bin/fecimg/?201804160200228748,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2018,Q2,201807170200519474,17,,1250452,,,,,PUBLIC STORAGE,CA,,,,,STORAGE,X,,2018-04-19 00:00:00,342.00,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2018-07-20 02:42:58.687,,,,0.00,,,,,,,,,,,,S,"",P,F3,1071820180036868313,GLENDALE,91201,OTHER,,2018,SB,2071920181576444279,http://docquery.fec.gov/cgi-bin/fecimg/?201807170200519474,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2018,Q2,201807170200519484,17,,1250452,,,,,PUBLIC STORAGE,CA,,,,,STORAGE,X,,2018-05-11 00:00:00,342.00,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2018-07-20 02:43:01.644,,,,0.00,,,,,,,,,,,,S,"",P,F3,1071820180036868313,GLENDALE,91201,OTHER,,2018,SB,2071920181576444309,http://docquery.fec.gov/cgi-bin/fecimg/?201807170200519484,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2018,Q2,201807170200519487,17,,1250452,,,,,PUBLIC STORAGE,CA,,,,,STORAGE,X,,2018-06-20 00:00:00,342.00,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2018-07-20 02:43:09.333,,,,0.00,,,,,,,,,,,,S,"",P,F3,1071820180036868313,GLENDALE,91201,OTHER,,2018,SB,2071920181576444317,http://docquery.fec.gov/cgi-bin/fecimg/?201807170200519487,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2017,Q3,201710160200314655,17,,1188260,,,,,PUBLIC STORAGE,CA,,,,,STORAGE,X,,2017-08-16 00:00:00,342.00,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2017-10-27 04:10:36.149,,,,0.00,,,,,,,,,,,,S,"",P,F3,1101720170035924260,GLENDALE,91201,OTHER,,2018,SB,2102620171461339780,http://docquery.fec.gov/cgi-bin/fecimg/?201710160200314655,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2017,Q3,201710160200314672,17,,1188260,,,,,PUBLIC STORAGE,CA,,,,,STORAGE,X,,2017-09-15 00:00:00,342.00,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2017-10-27 04:07:19.214,,,,0.00,,,,,,,,,,,,S,"",P,F3,1101720170035924260,GLENDALE,91201,OTHER,,2018,SB,2102620171461339829,http://docquery.fec.gov/cgi-bin/fecimg/?201710160200314672,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2018,Q3,201810159124795586,17,D480343,1270078,ORG,ORGANIZATION,,,PUBLIC STORAGE,CA,,,,,STORAGE,X,,2018-07-17 00:00:00,342.00,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2018-10-16 03:53:52.402,,D480332,SB17,0.00,,,,,,,,,,,,S,"",P,F3,4101520181599335320,GLENDALE,91201,OTHER,,2018,SB,4101520181599360772,http://docquery.fec.gov/cgi-bin/fecimg/?201810159124795586,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2018,Q3,201810159124795590,17,D480361,1270078,ORG,ORGANIZATION,,,PUBLIC STORAGE,CA,,,,,STORAGE,X,,2018-08-10 00:00:00,342.00,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2018-10-16 03:53:52.402,,D480333,SB17,0.00,,,,,,,,,,,,S,"",P,F3,4101520181599335320,GLENDALE,91201,OTHER,,2018,SB,4101520181599360794,http://docquery.fec.gov/cgi-bin/fecimg/?201810159124795590,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2018,YE,201901319144313575,17,VVB1TA0QWM7,1311051,IND,INDIVIDUAL,,,"KAUFFMAN, KIM",DC,,,,,CATERING REIMBURSEMENT- BELOW IF ITEMIZED,,,2018-10-02 00:00:00,343.16,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2019-02-14 03:56:03.861,,,,0.00,KAUFFMAN,KIM,,,,,,,,,,S,"",P,F3,4013120191636949736,WASHINGTON,200025702,FUNDRAISING,,2018,SB,4021320191639390942,http://docquery.fec.gov/cgi-bin/fecimg/?201901319144313575,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2018,Q1,201804160200228688,17,,1225109,,,,,ACTBLUE TECHNICAL SERVICES,MA,,,,,CREDIT CARD PROCESSING FEE,,,2018-03-31 00:00:00,343.44,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2018-05-03 02:51:34.58,,,,0.00,,,,,,,,,,,,S,"",P,F3,1041720180036476393,SOMERVILLE,021443132,OTHER,,2018,SB,2050220181533479099,http://docquery.fec.gov/cgi-bin/fecimg/?201804160200228688,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2017,Q2,201707170200179901,17,,1173299,,,,,"STURMAN, TRACY,",CA,,,,,TRAVEL REIMBURSEMENT-BELOW IF ITEMIZED,,,2017-05-22 00:00:00,347.78,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-28 05:03:49.783,,,,0.00,,,,,,,,,,,,S,"",P,F3,1071820170035542048,SANTA MONICA,904034698,TRAVEL,,2018,SB,2072720171442244923,http://docquery.fec.gov/cgi-bin/fecimg/?201707170200179901,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2017,Q2,201707170200179902,17,,1173299,,,,,INTERCONTINENTAL HOTEL,CA,,,,,TRAVEL,X,,2017-05-22 00:00:00,347.78,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2017-07-28 05:03:53.317,,,,0.00,,,,,,,,,,,,S,"",P,F3,1071820170035542048,LOS ANGELES,90067,OTHER,,2018,SB,2072720171442244924,http://docquery.fec.gov/cgi-bin/fecimg/?201707170200179902,Operating Expenditures,,,,,,
C00458398,BENNET FOR COLORADO,2018,Q1,201804160200228735,17,,1225109,,,,,"UNITED AIRLINES, INC.",IL,,,,,TRAVEL,X,,2018-01-23 00:00:00,349.20,,,,,,,,,,,,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED DISBURSEMENTS,2018-05-03 02:47:55.141,,,,0.00,,,,,,,,,,,,S,"",P,F3,1041720180036476393,CHICAGO,606660100,OTHER,,2018,SB,2050220181533479240,http://docquery.fec.gov/cgi-bin/fecimg/?201804160200228735,Operating Expenditures,,,,,,
